tweet_ID	Annotation
302067025457602560	0			
200794032853622784	0			
280741783036624897	0			
297444067778891776	1			
275785717924364288	1			
297434089521303553	0			
236285948105736194	0			
297425268904185856	0			
235960352641253378	0			
297372445835411456	0			
230880744329842691	0			
297351113634635776	1			
297304670098042881	1
297242883784847360	1
297235942241099776	1
297186025829183489	0			
297183278551691265	0			
297178060816539648	1			
297175267422658560	0			
297167143059988480	1			
297114668118466560	0			
297086574687055872	1			
297082460062224386	1			
297081486996299777	1			
297031956439371776	0			
296996636222173184	1			
296990537708363776	1			
296989363299049472	0			
296983910699659264	1			
296939723719585792	1			
296936745755361280	1			
296914625000247296	0			
296880198144647168	1			
296857649578913793	0			
296852192760041473	1			
296831888155369472	0			
296788833608024064	1			
296775319568932864	0			
296753567899996160	0			
296729605866414081	1			
296681337820164096	1			
296671351182331904	0			
296671099524112384	1			
296656121639350272	0			
296649138110623745	1			
296633820512399360	0			
296616456110620673	0			
296611930460790784	1			
296502727557644289	1			
296456212709535744	1			
296453687742713856	0			
296440232449019904	0			
296420225610567680	0			
296408989057548288	1			
296402932499378176	0			
296400831153061889	0			
296391935009107969	0			
296375153590427649	1			
296361887027847168	0			
296336419222335488	1			
296328953365413889	1			
296319482610200576	1			
296304638955757568	1			
296289434603761664	0			
296273798238449665	1			
296233067364884480	1			
296197843616690177	1			
296196757275148288	1			
296178512040173568	1			
296130789282807808	0			
296129140912959488	1			
296127085687209985	0			
296107389244014592	0			
296100015657607169	0			
296088393258004480	0			
296087843783192578	0			
296067484614795264	0			
297266434822766592	1			
296063722336702464	1			
296063546192691200	1			
296042625012727809	1			
296007254421958656	0			
295980905825198080	0			
295961775571079168	0			
295960324375453696	0			
295954318098579459	1			
295949163332505600	0			
295938832728223746	0			
295938715317059584	0			
295934541984587777	1			
295880167023337473	0			
295874278220505088	1			
295870515921444864	0			
295790794797899777	0			
295762600673808385	0			
295759845028683776	1			
295744972014116864	0			
295701057659621377	0			
295693189153689602	0			
295688697024765953	0			
295685991719661568	0			
295684628562452480	0			
295666165236248576	0			
295655469782016001	0			
295631780344655872	1			
295613497377701889	1			
295601916874985473	1			
295570719637647360	1			
295370592620785665	0			
295365584646983681	0			
295350485156761600	1			
295339059851714560	0			
295311142555885568	0			
295294981910958080	1			
295291471270141952	1			
295229475275292673	0			
295195560124768256	1			
295102383686557697	1			
295092518654193665	1			
295082867569082368	1			
295056095339229184	1			
294929129562832896	0			
294918371156303872	1			
294894459437580288	1			
294892953665687552	1			
294846984093843456	0			
294842533937291264	0			
294701903126872064	0			
294647159062659072	0			
294613831139876864	1			
294604813386252288	0			
294603483796099072	1			
294599184634507264	0			
294595514614284288	0			
294578015986409472	1			
